key,english,czech
"error_registry.generation_failed_message","Generation failed.",""
"error_registry.generation_failed_suggestion","Try rephrasing your request with more detail.",""
"error_registry.invalid_json_message","The data format is invalid.",""
"error_registry.invalid_json_suggestion","Check that your input is properly formatted and try again.",""
"error_registry.validation_message","Some input values are invalid.",""
"error_registry.validation_suggestion","Review the highlighted fields and correct any errors.",""
"error_registry.body_too_large_message","The data you're sending is too large.",""
"error_registry.body_too_large_suggestion","Reduce the size of your input and try again.",""
"error_registry.decryption_message","Could not decrypt — the passphrase may be wrong or the file is corrupted.",""
"error_registry.decryption_suggestion","Double-check your passphrase and try again.",""
"error_registry.circular_chain_message","This would create a loop where agents trigger each other endlessly.",""
"error_registry.circular_chain_suggestion","Review your agent chain and remove the circular reference.",""
"error_registry.not_found_message","The requested item could not be found.",""
"error_registry.not_found_suggestion","It may have been deleted. Refresh and try again.",""
"error_registry.connection_limit_message","Too many active connections.",""
"error_registry.connection_limit_suggestion","Disconnect an existing peer before adding a new one.",""
"error_registry.webhook_error_message","The external service returned an error.",""
"error_registry.webhook_error_suggestion","Check that the webhook URL is correct and the service is available.",""
"error_registry.zapier_message","Could not reach the Zapier webhook.",""
"error_registry.zapier_suggestion","Verify the webhook URL in your Zapier integration settings.",""
"error_registry.inactive_message","This automation is currently disabled.",""
"error_registry.inactive_suggestion","Activate the automation before running it.",""
"error_registry.no_webhook_message","No webhook URL has been set up for this automation.",""
"error_registry.no_webhook_suggestion","Add a webhook URL in the automation settings.",""
"error_registry.no_credential_message","This automation is missing its credentials.",""
"error_registry.no_credential_suggestion","Add the required credential in the automation settings.",""
"error_registry.empty_bundle_message","The import file is empty or damaged.",""
"error_registry.empty_bundle_suggestion","Try re-exporting from the source and importing again.",""
"error_registry.invalid_bundle_message","This file doesn't appear to be a valid export bundle.",""
"error_registry.invalid_bundle_suggestion","Make sure you're importing a file that was exported from this app.",""
"error_registry.generic_message","Something went wrong.",""
"error_registry.generic_suggestion","Try again. If the problem persists, restart the app or check your connection.",""
"error_registry.severity_critical","Needs immediate attention",""
"error_registry.severity_high","Important issue",""
"error_registry.severity_medium","Minor issue",""
"error_registry.severity_low","Informational",""
"empty_states.credentials_title","Your agents need credentials to run","Vaši agenti potřebují přihlašovací údaje ke spuštění"
"empty_states.credentials_subtitle","Add API keys and service connections so your agents can interact with external tools.","Přidejte API klíče a připojení ke službám, aby vaši agenti mohli komunikovat s externími nástroji."
"empty_states.triggers_title","This agent runs manually only","Tento agent se spouští pouze ručně"
"empty_states.triggers_subtitle","Add a trigger to automate it -- run on a schedule, when data arrives, or when something changes.","Přidejte spouštěč pro automatizaci -- plány, webhooky nebo řízení událostmi."
"empty_states.executions_title","No executions yet","Zatím žádná spuštění"
"empty_states.executions_subtitle","Get started in three steps to see activity here.","Začněte ve třech krocích pro zobrazení aktivity zde."
"empty_states.step_create","Create an agent","Vytvořit agenta"
"empty_states.step_credential","Add a credential","Přidat přihlašovací údaj"
"empty_states.step_run","Run your agent","Spustit agenta"
"empty_states.events_title","No event subscriptions yet","Zatím žádné odběry událostí"
"empty_states.events_subtitle","Subscribe to events so this agent reacts automatically when things happen.","Přihlaste se k odběru událostí, aby tento agent reagoval automaticky."
"empty_states.tools_title","No tools or services connected","Žádné nástroje ani konektory nakonfigurovány"
"empty_states.tools_subtitle","Connect external services so your agent can take actions and access data.","Propojte externí služby, aby váš agent mohl provádět akce a přistupovat k datům."
"empty_states.use_cases_title","No use cases defined yet","Zatím žádné případy užití"
"empty_states.use_cases_subtitle","Define what this agent should do -- import from a workflow or describe it in plain language.","Definujte, co má tento agent dělat -- importujte z workflow nebo popište přirozeným jazykem."
"cli.idle","No CLI output yet.","Zatím žádný výstup CLI."
"cli.waiting","Waiting for Claude CLI output...","Čekání na výstup Claude CLI..."
"validation.required","{field} is required","{field} je povinné"
"validation.min_length","{field} must be at least {min} characters","{field} musí mít alespoň {min} znaků"
"validation.min_value","{field} must be at least {min}","{field} musí být alespoň {min}"
"validation.invalid_cron","Invalid schedule expression","Neplatný cron výraz"
"validation.invalid_separator","The filter contains an invalid separator","Filtr zdroje obsahuje neplatnou oddělovací sekvenci"
"validation.passphrase_min","Passphrase must be at least 8 characters","Heslo musí mít alespoň 8 znaků"
"validation.passphrase_prompt","Please enter the passphrase used during export","Zadejte prosím heslo použité při exportu"
"validation.at_least_one","At least one {field} is required","Alespoň jedno pole {field} je vyžadováno"
"validation.fill_one_field","Fill in at least one field to save","Vyplňte alespoň jedno pole pro uložení"
"toasts.copied","Copied to clipboard","Zkopírováno do schránky"
"toasts.duplicated","Duplicated as ""{name}""","Zduplikováno jako ""{name}"""
"toasts.memory_created","Memory created successfully","Vzpomínka úspěšně vytvořena"
"toasts.fix_applied","Applied fix: {label}","Oprava použita: {label}"
"toasts.fix_failed","Failed to apply fix: {error}","Nepodařilo se použít opravu: {error}"
"toasts.credential_saved","Credential saved","Přihlašovací údaj uložen"
"toasts.persona_deleted","Agent deleted","Agent smazán"
"toasts.generation_failed","Failed to generate agent -- check your connection","Nepodařilo se vygenerovat agenta -- zkontrolujte připojení"
"toasts.config_save_failed","Failed to save configuration","Nepodařilo se uložit konfiguraci"
"toasts.model_switch_failed","Failed to switch model","Nepodařilo se přepnout model"
"toasts.toggle_failed","Failed to toggle agent","Nepodařilo se přepnout agenta"
"toasts.duplicate_failed","Failed to duplicate agent","Nepodařilo se zduplikovat agenta"
"toasts.cloud_execution_started","Cloud execution started: {id}","Cloud spuštění zahájeno: {id}"
"toasts.cloud_execution_failed","Failed to start cloud execution","Nepodařilo se zahájit cloud spuštění"
"toasts.execution_started","Execution started: {id}","Spuštění zahájeno: {id}"
"toasts.execution_failed","ERROR: Failed to start execution","CHYBA: Nepodařilo se zahájit spuštění"
"toasts.retry_chain_failed","Failed to load retry chain for comparison","Nepodařilo se načíst řetězec opakování pro porovnání"
"toasts.ab_test_completed","A/B test completed successfully","A/B test úspěšně dokončen"
"toasts.prompt_versions_failed","Failed to load prompt versions","Nepodařilo se načíst verze promptů"
"toasts.promoted","Promoted to production","Povýšeno do produkce"
"toasts.archived","Archived","Archivováno"
"toasts.unarchived","Unarchived","Odarchivováno"
"toasts.rolled_back","Rolled back successfully","Úspěšně vráceno zpět"
"toasts.test_suite_remove_failed","Failed to remove scenario from suite","Nepodařilo se odebrat scénář ze sady"
"toasts.trigger_fire_failed","Failed to fire trigger","Nepodařilo se spustit spouštěč"
"toasts.trigger_config_ok","Config OK. Execution {id} started","Konfigurace OK. Spuštění {id} zahájeno"
"toasts.trigger_validation_failed","Validation failed -- {detail}","Validace selhala -- {detail}"
"toasts.dry_run_failed","Test run failed","Zkušební běh selhal"
"toasts.activity_log_failed","Failed to load activity log","Nepodařilo se načíst log aktivity"
"toasts.budget_exceeded","Budget exceeded for ""{name}"" -- execution blocked","Rozpočet překročen pro ""{name}"" -- spuštění zablokováno"
"toasts.triggered_manually","Triggered ""{name}"" manually","Ručně spuštěno ""{name}"""
"toasts.execute_failed","Failed to execute ""{name}"": {error}","Nepodařilo se spustit ""{name}"": {error}"
"toasts.schedule_updated","Updated schedule for ""{name}""","Plán aktualizován pro ""{name}"""
"toasts.schedule_update_failed","Failed to update schedule: {error}","Nepodařilo se aktualizovat plán: {error}"
"toasts.schedule_toggled","{action} ""{name}""","{action} ""{name}"""
"toasts.schedule_toggle_failed","Failed to toggle: {error}","Nepodařilo se přepnout: {error}"
"toasts.paused","Paused","Pozastaveno"
"toasts.resumed","Resumed","Obnoveno"
"toasts.recovered","Recovered {details}","Obnoveno {details}"
"toasts.recovered_with_failures","Recovered {success}, failed {failed}","Obnoveno {success}, selhalo {failed}"
"toasts.cancel_workflow_failed","Failed to cancel workflow job","Nepodařilo se zrušit úlohu workflow"
"toasts.credential_delete_failed","Failed to delete recipe","Nepodařilo se smazat recept"
"toasts.credentials_expired","Credentials expired or revoked. Please reconnect to the cloud server.","Přihlašovací údaje vypršely nebo byly zneplatněny. Znovu se připojte ke cloudovému orchestrátoru."
"toasts.automations_load_failed","Failed to load automations","Nepodařilo se načíst automatizace"
"toasts.automation_create_failed","Failed to create automation","Nepodařilo se vytvořit automatizaci"
"toasts.automation_update_failed","Failed to update automation","Nepodařilo se aktualizovat automatizaci"
"toasts.automation_delete_failed","Failed to delete automation","Nepodařilo se smazat automatizaci"
"toasts.automation_trigger_failed","Failed to trigger automation","Nepodařilo se spustit automatizaci"
"toasts.automation_test_failed","Automation test failed","Test automatizace selhal"
"toasts.automation_runs_failed","Failed to load automation runs","Nepodařilo se načíst běhy automatizace"
"toasts.zapier_load_failed","Failed to load Zapier zaps","Nepodařilo se načíst Zapier zaps"
"toasts.zapier_trigger_failed","Failed to trigger Zapier webhook","Nepodařilo se spustit Zapier webhook"
"toasts.teams_load_failed","Failed to load teams","Nepodařilo se načíst týmy"
"toasts.team_detail_failed","Failed to load team details","Nepodařilo se načíst detaily týmu"
"toasts.scheduled_agents_failed","Failed to load scheduled agents","Nepodařilo se načíst plánované agenty"
"toasts.design_start_failed","Failed to start design conversation","Nepodařilo se zahájit designový rozhovor"
"toasts.recipe_save_failed","Failed to save recipe","Nepodařilo se uložit recept"
"toasts.recipe_test_failed","Quick test failed","Rychlý test selhal"
"consent.title","Welcome to Personas Desktop","Vítejte v Personas Desktop"
"consent.subtitle","Please review how this application works before continuing","Před pokračováním si prosím přečtěte, jak tato aplikace funguje"
"consent.intro","Personas Desktop is a local-first AI agent orchestration tool. Before you start, please understand what it does and what data it accesses.","Personas Desktop je lokální nástroj pro orchestraci AI agentů. Než začnete, seznamte se s tím, co dělá a k jakým datům přistupuje."
"consent.ai_title","AI Provider Communication","Komunikace s AI poskytovatelem"
"consent.ai_tldr","Your prompts are sent to your chosen AI service using your own API key.","Vaše prompty jsou odesílány zvolené AI službě pomocí vašeho vlastního API klíče."
"consent.ai_detail_1","Your persona prompts, tool definitions, and input data are sent to the selected AI provider (Anthropic Claude, OpenAI Codex, Google Gemini, or GitHub Copilot) for execution.","Vaše prompty person, definice nástrojů a vstupní data jsou odesílány vybranému AI poskytovateli (Anthropic Claude, OpenAI Codex, Google Gemini nebo GitHub Copilot) ke zpracování."
"consent.ai_detail_2","Requests are made over HTTPS to provider APIs. Each provider has its own terms of service and data retention policies.","Požadavky jsou odesílány přes HTTPS na API poskytovatele. Každý poskytovatel má vlastní podmínky služby a zásady uchovávání dat."
"consent.ai_detail_3","You supply your own API keys; they are encrypted locally and never shared with us.","Dodáváte vlastní API klíče; jsou šifrovány lokálně a nikdy nejsou sdíleny s námi."
"consent.ai_detail_4","Execution output (including token counts and cost) is stored locally in your database.","Výstup spuštění (včetně počtu tokenů a nákladů) je ukládán lokálně ve vaší databázi."
"consent.storage_title","Local Data Storage","Lokální úložiště dat"
"consent.storage_tldr","Your passwords are encrypted and all your data stays on your computer.","Vaše hesla jsou šifrována a všechna data zůstávají na vašem počítači."
"consent.storage_detail_1","All data (personas, execution history, logs, memories) is stored in a local SQLite database on your machine.","Všechna data (persony, historie spuštění, logy, vzpomínky) jsou uložena v lokální SQLite databázi na vašem počítači."
"consent.storage_detail_2","Credential values (API keys, tokens, passwords) are encrypted with AES-256-GCM before storage. The encryption key is held in your OS keyring.","Hodnoty přihlašovacích údajů (API klíče, tokeny, hesla) jsou šifrovány pomocí AES-256-GCM před uložením. Šifrovací klíč je uložen v klíčence vašeho OS."
"consent.storage_detail_3","Execution logs are written as plaintext files to your app data directory.","Logy spuštění jsou zapisovány jako textové soubory do adresáře dat aplikace."
"consent.storage_detail_4","No data is sent to Personas servers unless you explicitly use the optional cloud deployment feature.","Žádná data nejsou odesílána na servery Personas, pokud explicitně nepoužijete volitelnou funkci cloudového nasazení."
"consent.services_title","Third-Party Service Connections","Připojení ke službám třetích stran"
"consent.services_tldr","Agents can connect to services like Slack or GitHub using credentials you provide.","Agenti se mohou připojovat ke službám jako Slack nebo GitHub pomocí vámi poskytnutých přihlašovacích údajů."
"consent.services_detail_1","Personas can make authenticated API calls to 40+ services (Slack, GitHub, Linear, Discord, Jira, Notion, databases, etc.) using credentials you provide.","Persony mohou provádět ověřená API volání do 40+ služeb (Slack, GitHub, Linear, Discord, Jira, Notion, databáze atd.) pomocí vámi poskytnutých přihlašovacích údajů."
"consent.services_detail_2","These calls are made on your behalf using your credentials. You control which services each persona can access.","Tato volání jsou prováděna vaším jménem pomocí vašich přihlašovacích údajů. Vy ovládáte, ke kterým službám má každá persona přístup."
"consent.services_detail_3","An API proxy validates URLs against a blocklist (private IPs, localhost) to mitigate SSRF risks.","API proxy validuje URL proti blocklist (privátní IP, localhost) pro zmírnění SSRF rizik."
"consent.services_detail_4","All external communication uses HTTPS (TLS 1.2+).","Veškerá externí komunikace používá HTTPS (TLS 1.2+)."
"consent.monitoring_title","System Monitoring Capabilities","Schopnosti monitorování systému"
"consent.monitoring_tldr","Agents can watch your clipboard, files, or schedule to trigger actions automatically.","Agenti mohou sledovat vaši schránku, soubory nebo plán pro automatické spouštění akcí."
"consent.monitoring_clipboard","Clipboard Monitor: When enabled for a persona, the app polls your system clipboard (~500ms interval) to detect text changes matching configured regex patterns. Clipboard content is hashed for change detection and is not stored unless it triggers an execution.","Monitor schránky: Když je zapnut pro personu, aplikace dotazuje systémovou schránku (~500ms interval) pro detekci textových změn odpovídajících nakonfigurovaným regex vzorům. Obsah schránky je hashován pro detekci změn a není ukládán, pokud nespustí spuštění."
"consent.monitoring_file","File Watcher: When configured, monitors specified local directories for file creation or modification to trigger persona execution.","Sledování souborů: Když je nakonfigurováno, monitoruje určené lokální adresáře pro vytváření nebo úpravy souborů jako spouštěč spuštění persony."
"consent.monitoring_cron","Cron Scheduler: Runs personas on configured schedules (cron expressions). Active only while the app is running.","Cron plánovač: Spouští persony dle nakonfigurovaných plánů (cron výrazy). Aktivní pouze při běhu aplikace."
"consent.monitoring_webhook","Webhook Server: A local HTTP server (localhost:9420) listens for inbound webhooks when webhook triggers are configured.","Webhook server: Lokální HTTP server (localhost:9420) naslouchá příchozím webhookům, když jsou nakonfigurovány webhook spouštěče."
"consent.p2p_title","Local Network Sharing (P2P)",""
"consent.p2p_tldr","The app can discover and communicate with other Personas instances on your local network.",""
"consent.p2p_detail_1","When enabled, the app broadcasts its presence on your local network via mDNS (_personas._tcp.local.) so other Personas Desktop instances can discover it.",""
"consent.p2p_detail_2","A QUIC transport binds on all network interfaces (0.0.0.0) to accept connections from LAN peers. Only peers with trusted cryptographic identities can exchange data.",""
"consent.p2p_detail_3","Connected peers can exchange persona manifests (names, descriptions, tool lists) and agent-to-agent messages. Credential values are never shared over P2P.",""
"consent.p2p_detail_4","Share links serve persona bundles over HTTP on your local network. These links are only accessible to devices on the same network.",""
"consent.foraging_title","Credential & Filesystem Scanning",""
"consent.foraging_tldr","The app can scan your filesystem to discover existing credentials and read third-party app data.",""
"consent.foraging_detail_1","The Credential Discovery feature scans known paths on your filesystem (e.g., ~/.aws/credentials, ~/.ssh/) to detect existing API keys and tokens you may want to import.",""
"consent.foraging_detail_2","Discovered credential files are read only when you explicitly trigger a scan. Found credentials are shown for review before any import.",""
"consent.foraging_detail_3","Obsidian Brain integration reads Obsidian vault configuration and note files from known OS paths when you enable the feature.",""
"consent.foraging_detail_4","No filesystem data is transmitted externally. All scanned data remains local unless you explicitly import it into the app.",""
"consent.process_title","Process Execution","Spouštění procesů"
"consent.process_tldr","The app runs AI tools and scripts on your machine to carry out agent tasks.","Aplikace spouští AI nástroje a skripty na vašem počítači pro provádění úkolů agentů."
"consent.process_detail_1","The app spawns AI provider CLI processes (e.g., claude, codex, gemini) as child processes on your machine.","Aplikace spouští procesy CLI AI poskytovatelů (např. claude, codex, gemini) jako podřízené procesy na vašem počítači."
"consent.process_detail_2","Credentials are passed to child processes as environment variables (not CLI arguments) and scrubbed after execution.","Přihlašovací údaje jsou předávány podřízeným procesům jako proměnné prostředí (ne argumenty CLI) a po spuštění odstraněny."
"consent.process_detail_3","Browser automation (Auto-Credential setup) may launch a Playwright-controlled browser session to help set up OAuth credentials. This requires your explicit consent each time.","Automatizace prohlížeče (Auto-Credential nastavení) může spustit prohlížečovou relaci řízenou Playwright pro nastavení OAuth přihlašovacích údajů. To vyžaduje váš výslovný souhlas pokaždé."
"consent.process_detail_4","Automations can trigger external workflows (GitHub Actions, GitLab CI/CD, n8n, webhooks) based on execution output.","Automatizace mohou spouštět externí workflow (GitHub Actions, GitLab CI/CD, n8n, webhooky) na základě výstupu spuštění."
"consent.telemetry_title","Error Reporting & Telemetry","Hlášení chyb a telemetrie"
"consent.telemetry_tldr","Anonymous crash reports and usage data help fix bugs -- you can opt out at any time.","Anonymní hlášení o pádech mohou být odesílána pro opravu chyb -- bez osobních údajů."
"consent.telemetry_detail_1","Crash reports may be sent to Sentry for error tracking. IP addresses, email addresses, and request bodies are stripped before transmission.","Hlášení o pádech mohou být odesílána do Sentry pro sledování chyb. IP adresy, e-mailové adresy a těla požadavků jsou odstraněny před odesláním."
"consent.telemetry_detail_2","Anonymous feature usage data (which sections and tabs you visit) is sent to Sentry to help prioritize development. Anonymous device IDs are used for session counting.","Anonymní data o využití funkcí (které sekce a záložky navštěvujete) jsou odesílána do Sentry pro prioritizaci vývoje. Žádné osobní údaje, hodnoty přihlašovacích údajů ani obsah spuštění nejsou zahrnuty."
"consent.telemetry_detail_3","No personal data, credential values, or execution content is included in any telemetry.","Žádné osobní údaje, hodnoty přihlašovacích údajů ani obsah spuštění nejsou zahrnuty v žádné telemetrii."
"consent.telemetry_detail_4","You can disable all telemetry at any time in Settings > Account. The app checks for updates via GitHub Releases.","Aplikace kontroluje aktualizace přes GitHub Releases."
"consent.deploy_title","Deployment (Optional)","Nasazení (volitelné)"
"consent.deploy_tldr","You can optionally run agents in the cloud -- nothing is uploaded unless you choose to.","Volitelně můžete spouštět agenty v cloudu -- nic se nenahrává, pokud to sami nezvolíte."
"consent.deploy_detail_1","You may optionally deploy personas to a cloud orchestrator, GitHub Actions, or GitLab CI/CD. This sends persona configuration (not credentials) to the selected platform.","Volitelně můžete nasadit persony do cloudového orchestrátoru, GitHub Actions nebo GitLab CI/CD. To odešle konfiguraci persony (ne přihlašovací údaje) na zvolenou platformu."
"consent.deploy_detail_2","Cloud deployment uses OAuth authentication with a deep-link callback (personas:// protocol).","Cloudové nasazení používá OAuth ověření s deep-link callbackem (personas:// protokol)."
"consent.deploy_detail_3","Deployed personas run on the target platform under that platform's terms and security model.","Nasazené persony běží na cílové platformě za podmínek a bezpečnostního modelu dané platformy."
"consent.important","Important:","Důležité:"
"consent.notice_responsibility","You are responsible for the content of your persona prompts and the actions they take on connected services.","Jste zodpovědní za obsah promptů vašich person a akce, které provádějí na připojených službách."
"consent.notice_accuracy","AI outputs may be inaccurate, biased, or harmful. Always review execution results before acting on them.","Výstupy AI mohou být nepřesné, zaujaté nebo škodlivé. Vždy zkontrolujte výsledky spuštění před jednáním na jejich základě."
"consent.notice_credentials","Credentials you store grant the app access to your accounts on third-party services. Use scoped tokens with minimal permissions where possible.","Přihlašovací údaje, které uložíte, udělují aplikaci přístup k vašim účtům na službách třetích stran. Pokud možno používejte omezené tokeny s minimálními oprávněními."
"consent.notice_license","This software is provided under the MIT License, without warranty of any kind.","Tento software je poskytován pod licencí MIT, bez jakékoli záruky."
"consent.checkbox","I understand that this application sends data to AI providers, accesses system resources (clipboard, file system, local network), and executes processes on my behalf. I accept responsibility for how I configure and use it.","Rozumím, že tato aplikace odesílá data AI poskytovatelům, přistupuje k systémovým zdrojům (schránka, souborový systém, síť) a spouští procesy mým jménem. Přijímám odpovědnost za konfiguraci a používání."
"consent.checkbox_telemetry","Help improve Personas by sending anonymous crash reports and usage analytics. No personal data is included. You can change this later in Settings.",""
"consent.source_link","View source & license","Zobrazit zdrojový kód a licenci"
"consent.accept_button","I Understand, Continue","Rozumím, pokračovat"
"schedules.title","Schedule Timeline",""
"schedules.subtitle","Aggregated view of all scheduled agent executions. Cron schedules use UTC.",""
"schedules.scheduled","scheduled",""
"schedules.engine_on","Engine On",""
"schedules.engine_off","Engine Off",""
"schedules.mock_schedule","Mock Schedule",""
"schedules.active_count","{count} active",""
"schedules.paused_count","{count} paused",""
"schedules.view_grouped","Grouped",""
"schedules.view_timeline","Timeline",""
"schedules.view_calendar","Calendar",""
"schedules.loading_schedules","Loading schedules...",""
"schedules.no_scheduled_agents","No scheduled agents",""
"schedules.no_scheduled_hint","Create a cron or polling trigger on any agent to see its schedule here. Missed runs are recovered automatically on startup.",""
"schedules.showing_for","Showing schedules for",""
"schedules.loading_calendar","Loading calendar...",""
"schedules.healthy","Healthy",""
"schedules.degraded","Degraded",""
"schedules.failing","Failing",""
"schedules.paused","Paused",""
"schedules.idle","Idle",""
"schedules.headless","headless",""
"schedules.run_now","Run now",""
"schedules.change_frequency","Change frequency",""
"schedules.pause_schedule","Pause schedule",""
"schedules.resume_schedule","Resume schedule",""
"schedules.change_frequency_title","Change Frequency",""
"schedules.current_prefix","Current: ",""
"schedules.quick_presets","Quick presets",""
"schedules.cron_expression","Cron expression",""
"schedules.interval_seconds","Interval (seconds)",""
"schedules.previewing","Previewing...",""
"schedules.next_runs","Next runs",""
"schedules.invalid_cron","Invalid cron expression",""
"schedules.overlap_warning","This schedule overlaps with {count} other execution(s) in the next 7 days. Concurrent agents compete for API quota and system resources.",""
"schedules.agents_missed","{count} agent(s) missed executions",""
"schedules.total_skipped","~{count} total runs skipped while app was offline",""
"schedules.recover","Recover",""
"schedules.run_1x","Run 1x",""
"schedules.skip","Skip",""
"schedules.dismiss_all","Dismiss all",""
"schedules.recover_selected","Recover {count} selected",""
"schedules.today","Today",""
"schedules.projected","Projected",""
"schedules.success","Success",""
"schedules.overlap","Overlap",""
"schedules.week","Week",""
"schedules.month","Month",""
"recipes.no_match","No matching recipes","Žádné odpovídající recepty"
"recipes.empty","No recipes yet","Zatím žádné recepty"
"recipes.no_match_hint","Try a different search term.","Zkuste jiný vyhledávací výraz."
"recipes.empty_hint","Create your first reusable LLM recipe to get started.","Vytvořte svůj první znovupoužitelný LLM recept pro začátek."
"recipes.add_field","Add Field",""
"recipes.title","Recipes",""
"recipes.new_recipe","New Recipe",""
"recipes.search_placeholder","Search recipes... (Ctrl+K)",""
"recipes.run_quick_test","Run quick test",""
"recipes.edit_recipe","Edit recipe",""
"recipes.open_settings","Open settings",""
"recipes.delete_recipe","Delete recipe",""
"recipes.confirm_delete","Confirm Delete",""
"recipes.running_quick_test","Running quick test...",""
"recipes.quick_test_result","Quick Test Result",""
"recipes.save_changes","Save Changes",""
"recipes.create_recipe","Create Recipe",""
"recipes.name_label","Name *",""
"recipes.name_placeholder","e.g. Summarize PR Changes",""
"recipes.description_label","Description",""
"recipes.description_placeholder","What does this recipe do?",""
"recipes.category_label","Category",""
"recipes.prompt_template_label","Prompt Template *",""
"recipes.prompt_template_help","Use {{variable}} syntax for placeholders that will be filled from input schema.",""
"recipes.input_schema_label","Input Schema",""
"recipes.input_schema_help","Define input fields with key, type, and label. Drag to reorder.",""
"recipes.tags_label","Tags",""
"recipes.tab_overview","Overview",""
"recipes.tab_test_runner","Test Runner",""
"recipes.tab_history","History",""
"recipes.tab_versions","Versions",""
"recipes.details","Details",""
"recipes.category","Category",""
"recipes.created","Created",""
"recipes.tags","Tags",""
"recipes.input_fields","Input Fields",""
"recipes.prompt_template","Prompt Template",""
"recipes.col_key","Key",""
"recipes.col_type","Type",""
"recipes.col_label","Label",""
"recipes.input","Input",""
"recipes.load_mock","Load Mock",""
"recipes.save_mock","Save Mock",""
"recipes.saved","Saved",""
"recipes.execute","Execute",""
"recipes.rendering","Rendering...",""
"recipes.executing","Executing...",""
"recipes.test_input","Test Input",""
"recipes.saved_mock_values","Saved Mock Values",""
"recipes.no_mock_values","No mock values saved",""
"recipes.free_input_placeholder","Enter input JSON or plain text...",""
"recipes.rendered_prompt","Rendered Prompt",""
"recipes.execution_result","Execution Result",""
"recipes.rendering_prompt","Rendering prompt...",""
"recipes.run_to_see_prompt","Run the recipe to see the rendered prompt.",""
"recipes.execute_to_see_output","Execute the recipe to see LLM output.",""
"recipes.waiting_for_render","Waiting for prompt render...",""
"recipes.no_executions","No executions yet. Run the recipe in the Test Runner tab.",""
"recipes.recent_runs","Recent Runs",""
"recipes.create_new_version","Create New Version",""
"recipes.what_changes","What changes do you want to make?",""
"recipes.changes_placeholder","e.g., Add error handling for rate limits, include retry logic...",""
"recipes.generate_new_version","Generate New Version",""
"recipes.generating_version","Generating new version...",""
"recipes.generated_version","Generated Version",""
"recipes.changes","Changes",""
"recipes.updated_prompt","Updated Prompt Template",""
"recipes.accept_apply","Accept & Apply",""
"recipes.regenerate","Regenerate",""
"recipes.version_history","Version History",""
"recipes.loading_versions","Loading versions...",""
"recipes.no_versions","No versions yet. Generate a new version to start tracking changes.",""
"recipes.latest","Latest",""
"recipes.revert_to_version","Revert to this version",""
"recipes.link_recipe","Link Recipe",""
"recipes.search_recipes","Search recipes...",""
"recipes.all_linked","All recipes are already linked.",""
"recipes.no_matching","No matching recipes found.",""
"recipes.loading_linked","Loading linked recipes...",""
"recipes.no_linked","No recipes linked yet. Click ""Add"" to link recipes from the library.",""
"recipes.run","Run",""
"execution_status.queued","Queued","Ve frontě"
"execution_status.running","Running","Běží"
"execution_status.completed","Completed","Dokončeno"
"execution_status.failed","Failed","Selhalo"
"execution_status.cancelled","Cancelled","Zrušeno"
"execution_status.error","Error","Chyba"
"status_tokens.execution.queued","Queued",""
"status_tokens.execution.running","Running",""
"status_tokens.execution.completed","Completed",""
"status_tokens.execution.failed","Failed",""
"status_tokens.execution.cancelled","Cancelled",""
"status_tokens.execution.error","Error",""
"status_tokens.event.pending","Pending",""
"status_tokens.event.processing","Processing",""
"status_tokens.event.processed","Processed",""
"status_tokens.event.failed","Failed",""
"status_tokens.event.retrying","Retrying",""
"status_tokens.automation.pending","Pending",""
"status_tokens.automation.running","Running",""
"status_tokens.automation.completed","Completed",""
"status_tokens.automation.failed","Failed",""
"status_tokens.automation.timeout","Timed Out",""
"status_tokens.severity.info","Info",""
"status_tokens.severity.low","Low",""
"status_tokens.severity.medium","Medium",""
"status_tokens.severity.high","High",""
"status_tokens.severity.critical","Critical",""
"status_tokens.priority.low","Low",""
"status_tokens.priority.normal","Normal",""
"status_tokens.priority.high","High",""
"status_tokens.priority.urgent","Urgent",""
"status_tokens.healing_status.open","Open",""
"status_tokens.healing_status.auto_fixed","Auto-Fixed",""
"status_tokens.healing_status.acknowledged","Acknowledged",""
"status_tokens.healing_status.resolved","Resolved",""
"status_tokens.healing_category.config","Configuration",""
"status_tokens.healing_category.auth","Authentication",""
"status_tokens.healing_category.network","Network",""
"status_tokens.healing_category.timeout","Timeout",""
"status_tokens.healing_category.quota","Quota",""
"status_tokens.connector_status.ready","Ready",""
"status_tokens.connector_status.untested","Untested",""
"status_tokens.connector_status.failed","Failed",""
"status_tokens.connector_status.no_credential","No Credential",""
"status_tokens.connector_status.testing","Testing",""
"status_tokens.test.generating","Generating",""
"status_tokens.test.running","Running",""
"status_tokens.test.completed","Completed",""
"status_tokens.test.failed","Failed",""
"status_tokens.test.pending","Pending",""
"status_tokens.dev.open","Open",""
"status_tokens.dev.in_progress","In Progress",""
"status_tokens.dev.completed","Completed",""
"status_tokens.dev.blocked","Blocked",""
"status_tokens.dev.queued","Queued",""
"status_tokens.dev.running","Running",""
"status_tokens.dev.failed","Failed",""
"project_overview.codebase","Codebase",""
"project_overview.monitoring","Monitoring",""
"project_overview.connected","Connected",""
"project_overview.not_connected","Not connected",""
"project_overview.connect_to_see_stats","Connect {{service}} to see {{category}} stats",""
"project_overview.go_to_connections","Go to Connections",""
"project_overview.credential_found","{{service}} credential found",""
"project_overview.set_repo_url","Set a repository URL on your project to see stats.",""
