key,english,czech
"vault.type_picker.workspace_connect_hint","One Google login creates Gmail, Calendar, Drive, and Sheets credentials automatically","Jedno Google přihlášení automaticky vytvoří přístupy ke Gmailu, Disku atd."
"vault.type_picker.auto_discover","Auto-Discover Credentials","Auto-detekce údajů"
"vault.type_picker.auto_discover_hint","Scan your filesystem for existing API keys, AWS profiles, env vars, and more","Skenuje souborový systém na API klíče, AWS profily a další."
"vault.body.authorizing","Authorizing with {name}...","Autorizace u {name}..."
"vault.body.authorize_with","Authorize with {name}","Autorizovat u {name}"
"vault.body.authorize_hint","Opens {name} sign-in and saves your access after you approve.","Otevře přihlášení {name} a uloží přístup po vašem schválení."
"vault.body.consent_completed","{name} consent completed at {time}","Souhlas u {name} dokončen v {time}"
"vault.body.update_failed","Failed to update credential","Nepodařilo se aktualizovat údaje"
"vault.body.delete_credential","Delete credential","Smazat údaje"
"vault.connector.filter_all","All","Vše"
"vault.connector.filter_connected","Connected","Připojeno"
"vault.connector.filter_available","Available","Dostupné"
"vault.auto_cred.guided_setup","Guided Setup","Průvodce nastavením"
"vault.auto_cred.auto_setup","Auto-Setup","Auto-nastavení"
"vault.auto_cred.guided_consent_body","Claude will guide you step-by-step through creating credentials. URLs will open in your browser automatically.","Claude vás provede tvorbou údajů krok za krokem. Adresy se otevřou v prohlížeči."
"vault.auto_cred.auto_consent_body","Claude designed the connection details. Now a browser window will open to create the actual credential on your behalf.","Claude navrhl parametry. Nyní se otevře prohlížeč pro automatické vytvoření údajů."
"vault.auto_cred.what_will_happen","What will happen:","Co se stane:"
"vault.auto_cred.log_in_first","Log in first.","Nejprve se přihlaste."
"vault.auto_cred.log_in_hint","Make sure you are already registered and logged in to {label} in your browser before starting. This allows the automation to access your account settings directly.","Ujistěte se, že jste již k {label} přihlášeni, aby automatizace mohla přistoupit k nastavení."
"vault.auto_cred.your_consent","Your consent is required.","Váš souhlas je vyžadován."
"vault.auto_cred.guided_consent_hint","Nothing is saved without your explicit approval. You will create the credential yourself following guided instructions.","Nic se neuloží bez vašeho souhlasu. Údaje vytvoříte sami podle instrukcí."
"vault.auto_cred.auto_consent_hint","Nothing is saved without your explicit approval. If a login page or CAPTCHA appears, the browser will pause for you to handle manually.","Nic se neuloží bez vašeho souhlasu. Pokud narazíte na CAPTCHA, budete ji moci vyřešit."
"vault.auto_cred.view_docs","View credential docs","Zobrazit dokumentaci údajů"
"vault.auto_cred.start_guided","Start Guided Setup","Spustit průvodce"
"vault.auto_cred.start_browser","Start Browser Session","Spustit v prohlížeči"
"vault.auto_cred.browser_error_title","Auto-Setup Failed","Auto-nastavení selhalo"
"vault.auto_cred.setup_manually","Set Up Manually","Nastavit manuálně"
"vault.auto_cred.retry","Retry","Zkusit znovu"
"vault.auto_cred.what_happened","What happened","Co se stalo"
"vault.auto_cred.session_duration","Session ran for {seconds}s","Relace běžela {seconds}s"
"vault.auto_cred.actions_performed_one","{count} browser action performed","Provedena {count} akce v prohlížeči"
"vault.auto_cred.actions_performed_other","{count} browser actions performed","Provedeno {count} akcí v prohlížeči"
"vault.auto_cred.last_url","Last URL: {url}","Poslední URL: {url}"
"vault.auto_cred.captcha_encountered","A login/CAPTCHA prompt was encountered","Byla detekována výzva k přihlášení nebo CAPTCHA"
"vault.auto_cred.last_actions","Last actions:","Poslední akce:"
"vault.auto_cred.session_log","Session log ({count} entries)","Log relace ({count} záznamů)"
"vault.auto_cred.step_confirmed","Step confirmed -- waiting for detection","Krok potvrzen – čekám na detekci"
"vault.auto_cred.action_required","Action Required","Vyžadována akce"
"vault.auto_cred.open_in_browser","Open in Browser","Otevřít v prohlížeči"
"vault.auto_cred.completed_step","I've completed this","Dokončil(a) jsem to"
"vault.auto_cred.input_requested","Input Requested","Vyžadován vstup"
"vault.vector.documents_tab","Documents","Dokumenty"
"vault.vector.search_tab","Search","Hledat"
"vault.vector.settings_tab","Settings","Nastavení"
"vault.vector.ingest_title","Add Documents","Přidat dokumenty"
"vault.vector.ingest_hint","Drop files here or click to browse","Sem přetáhněte soubory nebo klikněte k výběru"
"vault.vector.ingest_drop","Drop files to add","Pustit pro přidání"
"vault.vector.ingest_supported","Supported: txt, md, html, csv, json, yaml, code files","Podporováno: txt, md, html, csv, json, yaml, kód"
"vault.vector.starting_ingestion","Processing files...","Zpracovávání souborů..."
"vault.vector.no_valid_files","No valid file paths found. Try dropping individual files.","Nebyly nalezeny platné cesty k souborům. Zkuste soubory přetáhnout jednotlivě."
"vault.vector.no_documents","No documents yet","Zatím žádné dokumenty"
"vault.vector.no_documents_hint","Drop files here, paste text, or scan a directory to start building your knowledge base.","Sem přetáhněte soubory, vložte text nebo naskenujte složku k tvorbě báze znalostí."
"vault.vector.refresh","Refresh","Obnovit"
"vault.vector.paste_text","Paste Text","Vložit text"
"vault.vector.directory","Directory","Složka"
"vault.vector.delete_document","Delete document","Smazat dokument"
"vault.vector.document_count_one","{count} document","{count} dokument"
"vault.vector.document_count_other","{count} documents","{count} dokumentů"
"vault.vector.show_full","Show full excerpt","Zobrazit celý výňatek"
"vault.vector.show_less","Show less","Zobrazit méně"
"vault.vector.copy_content","Copy content","Kopírovat obsah"
"vault.vector.kb_info","Knowledge Base Info","Informace o bázi znalostí"
"vault.vector.embedding_model","Search Model","Model vyhledávání"
"vault.vector.dimensions","Dimensions","Dimenze"
"vault.vector.chunk_size","Section Size","Velikost sekcí"
"vault.vector.chunk_overlap","Section Overlap","Překryv sekcí"
"vault.vector.statistics","Statistics","Statistiky"
"vault.vector.documents","Documents","Dokumenty"
"vault.vector.chunks","Sections","Sekce"
"vault.vector.local_embedding","Local Search","Lokální vyhledávání"
"vault.vector.local_embedding_hint","Search indexing runs locally using {model} ({dims}-dim). No data leaves your machine. The model (~23MB) is downloaded on first use and saved locally.","Indexování běží lokálně pomocí {model}. Žádná data neopouštějí váš stroj. Model se stáhne při prvním použití."
"vault.design_modal.title","Design Credential","Navrhnout údaje"
"vault.design_modal.error_title","Something went wrong","Něco se nepovedlo"
"vault.design_modal.error_unexpected","An unexpected error occurred.","Došlo k neočekávané chybě."
"vault.design_modal.error_parse_failed","The AI could not generate a valid connector from your description.","AI nedokázala z vašeho popisu vytvořit platný konektor."
"vault.design_modal.error_timeout","The request took too long and was stopped. This can happen with very broad requests.","Požadavek trval příliš dlouho a byl ukončen."
"vault.design_modal.error_cli_missing","Claude CLI is not installed on this system.","Claude CLI není v systému nainstalován."
"vault.design_modal.error_env_conflict","A conflicting environment variable is blocking the CLI. Restart the app to fix this automatically.","Konfliktní proměnná prostředí blokuje CLI. Restartujte aplikaci."
"vault.design_modal.error_backend","The AI backend returned an unexpected error.","AI backend vrátil neočekávanou chybu."
"vault.design_modal.technical_details","Technical details","Technické detaily"
"vault.design_modal.how_to_fix","How to fix this","Jak to opravit"
"vault.design_modal.original_request","Your original request (preserved):","Váš původní požadavek (zachován):"
"vault.design_modal.start_over","Start over","Začít znovu"
"vault.design_modal.try_again_with","Try again with your request","Zkusit znovu s tímto požadavkem"
"vault.desktop.installed","Installed","Nainstalováno"
"vault.desktop.running","Running","Běží"
"vault.desktop.not_installed","Not installed","Není nainstalováno"
"vault.graph.no_dependencies","No dependencies","Bez závislostí"
"vault.graph.connection_count_one","{count} connection","{count} připojení"
"vault.graph.connection_count_other","{count} connections","{count} připojení"
"vault.graph.dep_count_one","{count} dep","{count} závisl."
"vault.graph.dep_count_other","{count} deps","{count} závisl."
"vault.graph.not_tested","Not tested","Netestováno"
"vault.graph.healthy","Healthy","V pořádku"
"vault.graph.unhealthy","Unhealthy","Nefunkční"
"vault.wizard.detected","Detected ({count})","Detekováno ({count})"
"vault.wizard.available","Available ({count})","Dostupné ({count})"
"vault.wizard.already_added","Already added ({count})","Již přidáno ({count})"
"vault.wizard.no_match","No services match ""{search}""","Žádné služby neodpovídají ""{search}"""
"vault.wizard.already_added_badge","Already added","Již přidáno"
"vault.wizard.local","Local","Lokální"
"vault.wizard.cli_auth","CLI auth","CLI ověření"
"vault.wizard.session","Session","Relace"
"vault.playground.tab_overview","Overview","Přehled"
"vault.playground.tab_api_explorer","API Explorer","API Explorer"
"vault.playground.tab_recipes","Recipes","Recepty"
"vault.playground.tab_mcp_tools","MCP Tools","MCP nástroje"
"vault.playground.tab_rotation","Rotation","Rotace"
"vault.playground.add_tag","Add tag...","Přidat štítek..."
"vault.playground.no_connector","No connector definition available for this credential type.","Pro tento typ přihlašovacího údaje není dostupná definice konektoru."
"vault.playground.try_button","Try","Vyzkoušet"
"vault.playground.parameters","Parameters","Parametry"
"vault.playground.request_body","Request Body","Tělo požadavku"
"vault.playground.path_placeholder","/api/v1/resource","/api/v1/resource"
"vault.playground.sending","Sending...","Odesílání..."
"vault.playground.mcp_input_schema","Input Schema","Schéma vstupu"
"vault.playground.mcp_run","Run","Spustit"
"vault.playground.mcp_error","Error","Chyba"
"vault.playground.mcp_success","Success","Úspěch"
"vault.playground.mcp_empty","(empty)","(prázdné)"
"vault.playground.mcp_discover","Discover MCP server tools","Objevit nástroje MCP serveru"
"vault.playground.mcp_discover_hint","Connect to the MCP server to discover available tools and test them.","Připojte se k MCP serveru pro objevení dostupných nástrojů."
"vault.playground.mcp_discover_button","Discover Tools","Objevit nástroje"
"vault.playground.response_empty","(empty response)","(prázdná odpověď)"
"vault.playground.header","Header","Hlavička"
"vault.playground.value","Value","Hodnota"
"vault.playground.path_parameters","Path Parameters","Parametry cesty"
"vault.playground.query_parameters","Query Parameters","Parametry dotazu"
"vault.playground.headers","Headers","Hlavičky"
"vault.playground.body","Body","Tělo"
"vault.playground.empty_response","(empty response)","(prázdná odpověď)"
"vault.playground_extra.add_tag","Add tag...","Přidat štítek..."
"vault.playground_extra.body_label","Body","Tělo"
"vault.playground_extra.credential_id","Credential ID","ID údaje"
"vault.playground_extra.enabled","Enabled","Zapnuto"
"vault.playground_extra.header_col","Header","Hlavička"
"vault.playground_extra.id","ID","ID"
"vault.playground_extra.name","Name","Název"
"vault.playground_extra.no_endpoints","No endpoints","Bez koncových bodů"
"vault.playground_extra.no_endpoints_hint","No API endpoints defined for this connector yet.","Pro tento konektor zatím nejsou definovány API body."
"vault.playground_extra.no_recipes","No recipes yet","Zatím žádné recepty"
"vault.playground_extra.parse_load","Parse & Load","Zpracovat a načíst"
"vault.playground_extra.parsing","Parsing...","Zpracovávání..."
"vault.playground_extra.paste_placeholder","Paste OpenAPI/Swagger spec JSON or YAML here...","Vložte OpenAPI/Swagger specifikaci sem..."
"vault.playground_extra.paste_spec_title","Paste API Spec","Vložit API specifikaci"
"vault.playground_extra.path_parameters","Path Parameters","Parametry cesty"
"vault.playground_extra.query_parameters","Query Parameters","Parametry dotazu"
"vault.playground_extra.recipes_title","Saved Recipes","Uložené recepty"
"vault.playground_extra.truncated_warning","Response truncated for display","Odpověď byla pro zobrazení zkrácena"
"vault.playground_extra.value_col","Value","Hodnota"
"vault.ingest.save_name","Save name","Uložit název"
"vault.ingest.rename_credential","Rename credential","Přejmenovat údaje"
"vault.databases.col_database","Database","Databáze"
"vault.databases.col_type","Type","Typ"
"vault.databases.col_tables","Tables","Tabulky"
"vault.databases.col_queries","Queries","Dotazy"
"vault.databases.col_created","Created","Vytvořeno"
"vault.databases.no_credentials","No database credentials","Bez databázových údajů"
"vault.databases.no_credentials_hint","Add database credentials from the Catalog to manage schemas and run queries.","Přidejte údaje z katalogu pro správu schémat a dotazy."
"vault.databases.no_matching","No matching databases","Žádné odpovídající databáze"
"vault.databases.no_matching_hint","Try changing the type filter","Zkuste změnit filtr typu"
"vault.databases.all_types","All Types ({count})","Všechny typy ({count})"
"vault.databases.schema_manager","Schema Manager","Správce schématu"
"vault.databases.save_name","Save name","Uložit název"
"vault.databases.rename_credential","Rename credential","Přejmenovat údaje"
"vault.databases.tab_tables","Tables","Tabulky"
"vault.databases.tab_queries","Queries","Dotazy"
"vault.databases.tab_console","Console","Konzole"
"vault.databases.tab_chat","Chat","Chat"
"vault.databases.query_success","Query executed successfully","Dotaz proběhl úspěšně"
"vault.databases.no_rows","No rows returned.","Nebyly vráceny žádné řádky."
"vault.databases.copied","Copied","Zkopírováno"
"vault.databases.click_copy_column","Click to copy column name: {name}","Kliknutím zkopírujete název sloupce: {name}"
"vault.databases.click_copy_cell","Click to copy: {value}","Kliknutím zkopírujete: {value}"
"vault.databases.row_count_one","{count} row","{count} řádek"
"vault.databases.row_count_other","{count} rows","{count} řádků"
"vault.databases.results_truncated","Results truncated to 500 rows","Výsledky zkráceny na 500 řádků"
"vault.databases.generated_label","Generated {language}","Vygenerované {language}"
"vault.databases.copy_sql","Copy SQL","Kopírovat SQL"
"vault.databases.run_query","Run Query","Spustit dotaz"
"vault.databases.rerun_query","Re-run Query","Znovu spustit dotaz"
"vault.databases.executing","Executing...","Provádění..."
"vault.databases.placeholder_initial","e.g. ""Show me all users who signed up last week""","např. ""Ukaž všechny uživatele, co se registrovali minulý týden"""
"vault.databases.placeholder_followup","Ask a follow-up question...","Položte doplňující otázku..."
"vault.databases.generating_query","Generating query...","Generování dotazu..."
"vault.databases.ask_plain_english","Ask in plain English","Zeptejte se běžnou řečí"
"vault.databases.describe_query","Describe what you want to query and I'll generate the {language} for you. You can review, edit, and execute the generated query.","Popište, co chcete zjistit, a já vytvořím {language} kód. Můžete jej pak upravit nebo spustit."
"vault.databases.query_generated","Query generated.","Dotaz byl vygenerován."
"vault.databases.query_failed","Query generation failed.","Generování dotazu selhalo."
"vault.databases.cancelled","Cancelled.","Zrušeno."
"vault.databases.loading_columns","Loading columns...","Načítání sloupců..."
"vault.databases.no_properties","No properties found","Žádné vlastnosti nebyly nalezeny"
"vault.databases.no_columns","No columns found","Žádné sloupce nebyly nalezeny"
"vault.databases.col_column","Column","Sloupec"
"vault.databases.col_property","Property","Vlastnost"
"vault.databases.col_notion_type","Notion Type","Typ v Notion"
"vault.databases.col_field_type","Field Type","Typ pole"
"vault.databases.nullable","Nullable","Může být prázdné"
"vault.databases.default_val","Default","Výchozí"
"vault.databases.column_count_one","{count} column","{count} sloupec"
"vault.databases.column_count_other","{count} columns","{count} sloupců"
"vault.databases.property_count_one","{count} property","{count} vlastnost"
"vault.databases.property_count_other","{count} properties","{count} vlastností"
"vault.databases.redis_hint","Enter a Redis command and click Run","Zadejte Redis příkaz a klikněte na Spustit"
"vault.databases.sql_hint","Write a query and press Run or Ctrl+Enter","Napište dotaz a stiskněte Spustit nebo Ctrl+Enter"
"vault.databases.executing_query","Executing query...","Provádění dotazu..."
"vault.databases.redis_placeholder","Enter Redis command (e.g. GET mykey, HGETALL users:1)","Zadejte Redis příkaz (např. GET mykey)"
"vault.databases.convex_placeholder","Enter table name to browse, or JSON body: {""path"": ""func:name"", ""args"": {}}","Zadejte název tabulky nebo JSON tělo"
"vault.databases.sql_placeholder","Enter SQL query (Ctrl+Enter to execute)","Zadejte SQL dotaz (Ctrl+Enter pro spuštění)"
"vault.databases.running","Running...","Běží..."
"vault.databases.safe_mode","Safe Mode","Bezpečný režim"
"vault.databases.write_mode","Write Mode","Režim zápisu"
"vault.databases.safe_mode_on","Safe mode ON: write queries require confirmation","Bezpečný režim ZAPNUT: dotazy pro zápis vyžadují potvrzení"
"vault.databases.safe_mode_off","Safe mode OFF: all queries execute directly","Bezpečný režim VYPNUT: všechny dotazy se spustí přímo"
"vault.databases.recent","Recent:","Nedávné:"
"vault.databases.modifies_data","This query modifies data","Tento dotaz mění data"
"vault.databases.modifies_data_hint","The statement appears to be a write operation (INSERT, UPDATE, DELETE, DROP, etc.). Are you sure you want to execute it?","Tento příkaz se zdá být operací zápisu. Opravdu jej chcete spustit?"
"vault.databases.modifies_data_hint_short","The statement appears to be a write operation. Are you sure you want to execute it?","Příkaz provádí zápis. Opravdu pokračovat?"
"vault.databases.execute_anyway","Execute Anyway","Přesto spustit"
"vault.databases.select_or_create","Select or create a query","Vybrat nebo vytvořit dotaz"
"vault.databases.new_query","New Query","Nový dotaz"
"vault.databases.query_title_placeholder","Query title","Název dotazu"
"vault.databases.no_saved_queries","No saved queries","Žádné uložené dotazy"
"vault.databases.saved","Saved","Uloženo"
"vault.databases.saving","Saving...","Ukládání..."
"vault.databases.save","Save","Uložit"
"vault.databases.run","Run","Spustit"
"vault.databases.debugging","Debugging...","Ladění..."
"vault.databases.ai_run","AI Run","AI Spuštění"
"vault.databases.safe","Safe","Bezpečné"
"vault.databases.write","Write","Zápis"
"vault.databases.redis_run_hint","Enter a Redis command and press Run or Ctrl+Enter","Zadejte Redis příkaz a stiskněte Spustit nebo Ctrl+Enter"
"vault.databases.sql_run_hint","Write a query and press Run or Ctrl+Enter","Napište dotaz a stiskněte Spustit nebo Ctrl+Enter"
"vault.databases.testing","Testing...","Testování..."
"vault.databases.test_connection","Test Connection","Testovat připojení"
"vault.databases.copy_select_query","Copy SELECT query","Kopírovat SELECT dotaz"
"vault.databases.copy_table_name","Copy table name","Kopírovat název tabulky"
"vault.databases.pin","Pin","Připnout"
"vault.databases.pinned","Pinned","Připnuto"
"vault.databases.pin_table","Pin this table","Připnout tabulku"
"vault.databases.loading_key_info","Loading key info...","Načítání informací o klíči..."
"vault.databases.type_label","Type:","Typ:"
"vault.databases.use_console_hint","Use the Console tab to inspect this key's value.","K zobrazení hodnoty použijte záložku Konzole."
"vault.databases.select_db_hint","Select a database to view its properties","Vyberte databázi pro zobrazení vlastností"
"vault.databases.select_table_hint","Select a table to view its schema","Vyberte tabulku pro zobrazení schématu"
"vault.databases.select_key_hint","Select a key to view its type","Vyberte klíč pro zobrazení typu"
"vault.databases.loading","Loading...","Načítání..."
"vault.databases.no_databases_found","No databases found","Databáze nenalezeny"
"vault.databases.no_tables_found","No tables found","Tabulky nenalezeny"
"vault.databases.no_matching_tables","No matching tables","Žádné odpovídající tabulky"
"vault.databases.no_keys_found","No keys found","Klíče nenalezeny"
"vault.databases.no_matching_keys","No matching keys","Žádné odpovídající klíče"
"vault.databases.key_count_one","{count} key","{count} klíč"
"vault.databases.key_count_other","{count} keys","{count} klíčů"
"vault.databases.database_count_one","{count} database","{count} databáze"
"vault.databases.database_count_other","{count} databases","{count} databází"
"vault.databases.table_count_one","{count} table","{count} tabulka"
"vault.databases.table_count_other","{count} tables","{count} tabulek"
"vault.databases.filter_keys","Filter keys...","Filtrovat klíče..."
"vault.databases.filter_databases","Filter databases...","Filtrovat databáze..."
"vault.databases.filter_tables","Filter tables...","Filtrovat tabulky..."
"vault.databases.refresh","Refresh","Obnovit"
"vault.databases.introspection_unavailable","Table introspection is not available for this connector type.","Průzkum tabulek není pro tento typ konektoru dostupný."
"vault.dependencies.simulate_revocation","Simulate Revocation","Simulovat zneplatnění"
"vault.dependencies.blast_radius","Blast Radius","Oblast dopadu"
"vault.dependencies.impact_high","Removing this credential would impact {count} agents. Consider rotating instead of deleting.","Odebrání těchto údajů ovlivní {count} agentů. Zvažte spíše rotaci."
"vault.dependencies.impact_medium","This credential is used by {count} agent(s). Review dependencies before changes.","Tyto údaje používá {count} agent(ů). Před změnami zkontrolujte závislosti."
"vault.dependencies.impact_low","No agents depend on this credential. Safe to modify or remove.","Na těchto údajích nezávisí žádní agenti. Lze bezpečně měnit či smazat."
"vault.dependencies.affected_agents","Affected Agents","Dotčení agenti"
"vault.dependencies.affected_events","Affected Events","Dotčené události"
"vault.dependencies.no_credentials_graph","No credentials to graph","Žádné údaje pro graf"
"vault.dependencies.no_credentials_graph_hint","Add credentials to visualize their relationships and dependencies.","Přidejte údaje pro zobrazení vztahů a závislostí."
"vault.dependencies.no_credential_selected","No credential selected","Nebyly vybrány žádné údaje"
"vault.dependencies.no_credential_selected_hint","Select a credential to see its blast radius and dependencies.","Vyberte údaje pro zobrazení oblasti dopadu."
"vault.dependencies.credentials_label","Credentials ({count})","Přihlašovací údaje ({count})"
"vault.dependencies.relationships","Relationships ({count})","Vztahy ({count})"
"vault.dependencies.more_relationships","+{count} more","+{count} dalších"
"vault.dependencies.kind_credentials","Credentials","Přihlašovací údaje"
"vault.dependencies.kind_agents","Agents","Agenti"
"vault.dependencies.kind_events","Events","Události"
"vault.dependencies.severity_low","Low Risk","Nízké riziko"
"vault.dependencies.severity_medium","Medium Risk","Střední riziko"
"vault.dependencies.severity_high","High Risk","Vysoké riziko"
"vault.dependencies.severity_critical","Critical","Kritické"
"vault.dependencies.not_tested","Not tested","Netestováno"
"vault.dependencies.healthy","Healthy","V pořádku"
"vault.dependencies.unhealthy","Unhealthy","Nefunkční"
"vault.dependencies.dep_count_one","{count} dep","{count} závisl."
"vault.dependencies.dep_count_other","{count} deps","{count} závisl."
"vault.dependencies.connection_count_one","{count} connection","{count} připojení"
"vault.dependencies.connection_count_other","{count} connections","{count} připojení"
"vault.dependencies.personas_would_stop","Personas That Would Stop ({count})","Persony, které by se zastavily ({count})"
"vault.dependencies.workflows_would_break","Workflows That Would Break ({count})","Workflow, která by se přerušila ({count})"
"vault.dependencies.nodes_broken","{broken}/{total} nodes broken","{broken}/{total} uzlů nefunkčních"
"vault.dependencies.failover_credentials","Failover Credentials ({count})","Záložní údaje ({count})"
"vault.dependencies.suggested_mitigations","Suggested Mitigations","Navržená opatření"
"vault.dependencies.mitigation_failover","Switch affected personas to a healthy failover credential","Přepnout dotčené persony na funkční záložní údaje"
"vault.dependencies.mitigation_pause","Pause affected workflows before revoking","Pozastavit dotčená workflow před zneplatněním"
"vault.dependencies.mitigation_schedule","Schedule revocation during low-traffic hours","Naplánovat zneplatnění na hodiny s nízkým provozem"
"vault.dependencies.mitigation_create","Create a replacement credential for {serviceType} before revoking","Vytvořit náhradní údaje pro {serviceType} před zneplatněním"
"vault.dependencies.revocation_simulation","Revocation Simulation","Simulace zneplatnění"
"vault.dependencies.personas_affected","Personas Affected","Dotčené persony"
"vault.dependencies.workflows_broken","Workflows Broken","Nefunkční workflow"
"vault.dependencies.daily_execs_lost","Daily Execs Lost","Ztracená denní spuštění"
"vault.dependencies.daily_cost_impact","Daily Cost Impact","Dopad na denní náklady"
"vault.dependencies.sim_low","No personas or workflows depend on this credential. Safe to revoke.","Na těchto údajích nezávisí persony ani workflow. Bezpečné k odvolání."
"vault.shared.add","Add","Přidat"
"vault.shared.no_connector_available","No connector definition available for this credential type.","Pro tento typ údajů není dostupná definice konektoru."
"vault.shared.request_builder","Request Builder","Tvůrce požadavků"
"vault.shared.close","Close","Zavřít"
"vault.shared.response","Response","Odpověď"
"vault.shared.truncated_warning","Response body was truncated (exceeded 2 MB limit). Partial content is shown below.","Tělo odpovědi bylo zkráceno (přesáhlo 2 MB). Níže je jen část."
"vault.shared.no_endpoints","No API endpoints loaded","API body nebyly načteny"
"vault.shared.no_endpoints_hint","Upload an OpenAPI/Swagger spec to explore and test API endpoints.","Nahrajte OpenAPI/Swagger specifikaci pro testování API bodů."
"vault.shared.upload_spec","Upload Spec File","Nahrát soubor specifikace"
"vault.shared.paste_openapi","Paste OpenAPI","Vložit OpenAPI"
"vault.shared.paste_spec_title","Paste OpenAPI / Swagger Spec","Vložit OpenAPI / Swagger specifikaci"
"vault.shared.paste_spec_placeholder","Paste your OpenAPI JSON or YAML spec here...","Zde vložte OpenAPI JSON nebo YAML..."
"vault.shared.parsing","Parsing...","Zpracovávání..."
"vault.shared.parse_and_load","Parse & Load","Zpracovat a načíst"
"vault.shared.loading_api","Loading API explorer","Načítání API exploreru"
"vault.shared.example_endpoints_one","{count} example endpoint","{count} ukázkový bod"
"vault.shared.example_endpoints_other","{count} example endpoints","{count} ukázkových bodů"
"vault.shared.filter","Filter...","Filtr..."
"vault.shared.stop","Stop","Zastavit"
"vault.shared.run_all","Run All","Spustit vše"
"vault.shared.no_endpoints_match","No endpoints match ""{search}""","Žádné body neodpovídají ""{search}"""
"vault.shared.no_endpoints_match_hint","Try a different search term or clear your filter.","Zkuste jiný hledaný výraz nebo zrušte filtr."
"vault.shared.loading_recipes","Loading recipes","Načítání receptů"
"vault.shared.recipes","Recipes","Recepty"
"vault.shared.recipes_subtitle","Reusable automation templates for this credential","Opakovaně použitelné šablony automatizace"
"vault.shared.new_recipe","New Recipe","Nový recept"
"vault.shared.no_recipes","No recipes yet","Zatím žádné recepty"
"vault.shared.no_recipes_hint","Create your first recipe by describing what you want to automate with this credential.","Vytvořte první recept popisem toho, co chcete automatizovat."
"vault.shared.create_first_recipe","Create First Recipe","Vytvořit první recept"
"vault.shared.failed_delete_recipe","Failed to delete recipe","Nepodařilo se smazat recept"
"vault.shared.create_recipe","Create Recipe","Vytvořit recept"
"vault.shared.recipe_what","What should this recipe do?","Co má tento recept dělat?"
"vault.shared.recipe_placeholder","e.g., List all open pull requests for a repository and summarize the changes...","např. Seznam otevřených PR v repozitáři a souhrn změn..."
"vault.shared.generate_with_ai","Generate with AI","Generovat pomocí AI"
"vault.shared.starting","Starting...","Spouštění..."
"vault.shared.generated_recipe","Generated Recipe","Vygenerovaný recept"
"vault.shared.name_label","Name","Název"
"vault.shared.description_label","Description","Popis"
"vault.shared.prompt_template","Prompt Template","Šablona promptu"
"vault.shared.example_result","Example Result","Příklad výsledku"
"vault.shared.accept_save","Accept & Save","Přijmout a uložit"
"vault.shared.regenerate","Regenerate","Znovu vygenerovat"
"vault.shared.open_settings","Open settings","Otevřít nastavení"
"vault.shared.created_label","Created:","Vytvořeno:"
"vault.shared.updated_label","Updated:","Aktualizováno:"
"vault.shared.recent_activity","Recent Activity","Nedávná aktivita"
"vault.shared.no_recorded_activity","No recorded activity yet","Zatím žádná zaznamenaná aktivita"
"vault.shared.mcp_tools_label","MCP Tools","MCP nástroje"
"vault.shared.discovering","Discovering...","Hledání..."
"vault.shared.discover_tools","Discover Tools","Objevit nástroje"
"vault.shared.discover_mcp","Discover MCP server tools","Objevit nástroje MCP serveru"
"vault.shared.discover_mcp_hint","Connect to the MCP server to discover available tools and test them.","Připojte se k MCP serveru k nalezení dostupných nástrojů."
"vault.shared.input_schema","Input Schema","Schéma vstupu"
"vault.shared.no_input_params","This tool takes no input parameters.","Tento nástroj nevyžaduje žádné vstupní parametry."
"vault.shared.test_tool","Test Tool","Testovat nástroj"
"vault.shared.execute_tool","Execute Tool","Spustit nástroj"
"vault.shared.running_tool","Running...","Běží..."
"vault.shared.no_tools_found","No tools found on this MCP server","Na tomto MCP serveru nebyly nalezeny žádné nástroje"
"vault.shared.no_tools_hint","The server responded but reported no available tools.","Server odpověděl, ale neohlásil žádné dostupné nástroje."
"vault.shared.test_connection","Test Connection","Testovat připojení"
"vault.shared.edit_fields","Edit Fields","Upravit pole"
"vault.shared.failed_update","Failed to update credential","Aktualizace údajů selhala"
"vault.shared.delete_credential_confirm","Delete this credential?","Smazat tyto údaje?"
"vault.shared.confirm","Confirm","Potvrdit"
"vault.shared.delete_credential","Delete credential","Smazat údaje"
"vault.shared.services","Services ({count})","Služby ({count})"
"vault.shared.events","Events ({count})","Události ({count})"
"vault.shared.vector_kb","Vector Knowledge Base","Vektorová báze znalostí"
"vault.shared.kb_not_found","Knowledge base not found","Báze znalostí nebyla nalezena"
"vault.shared.scan_directory","Scan Directory","Skenovat složku"
"vault.shared.directory_path","Directory Path","Cesta ke složce"
"vault.shared.no_directory","No directory selected","Složka nevybrána"
"vault.shared.browsing","Browsing...","Procházení..."
"vault.shared.browse","Browse","Procházet"
"vault.shared.file_patterns","File Patterns","Vzory souborů"
"vault.shared.file_patterns_hint","(empty = all supported)","(prázdné = vše podporované)"
"vault.shared.scan_ingest","Scan & Ingest","Skenovat a vložit"
"vault.shared.scanning","Scanning...","Skenování..."
"vault.shared.drop_to_ingest","Drop files to ingest","Přetáhněte soubory pro vložení"
"vault.shared.drop_supported","Supported: txt, md, html, csv, json, yaml, code files","Podporováno: txt, md, html, csv, json, yaml, kód"
"vault.shared.starting_ingestion","Starting ingestion...","Zahajování vkládání..."
